zip5,lat,lon,state
28766,35.249443,-82.619253,NC
28768,35.325018,-82.707184,NC
28770,35.621106,-82.278167,NC
28771,35.342948,-83.854495,NC
28772,35.139069,-82.836919,NC
28773,35.261092,-82.29799,NC
28774,35.093536,-82.994977,NC
28775,35.019153,-83.321072,NC
28777,35.907661,-82.065327,NC
28778,35.614196,-82.39767,NC
28779,35.355752,-83.209682,NC
28781,35.224056,-83.635479,NC
28782,35.234277,-82.147383,NC
28783,35.242329,-83.021121,NC
28785,35.65327,-83.139633,NC
28786,35.462032,-82.988733,NC
28787,35.741533,-82.51564,NC
28788,35.35056,-83.22267,NC
28789,35.407057,-83.316777,NC
28790,35.198206,-82.495237,NC
28791,35.356985,-82.506995,NC
28792,35.394424,-82.368428,NC
28801,35.594539,-82.557972,NC
28803,35.531703,-82.523021,NC
28804,35.645008,-82.557723,NC
28805,35.613854,-82.479705,NC
28806,35.569645,-82.616787,NC
28901,35.201281,-83.805092,NC
28902,35.022948,-83.958294,NC
28904,35.06863,-83.733593,NC
28905,35.163058,-83.940948,NC
28906,35.087244,-84.136635,NC
28909,35.001138,-83.903263,NC
59001,45.530159,-109.539994,MT
59002,46.02272,-108.66561,MT
59003,45.491982,-106.200861,MT
59006,45.92083,-108.08888,MT
59007,45.170774,-109.194932,MT
59008,45.079746,-109.07594,MT
59010,45.965205,-107.299311,MT
59011,45.924721,-109.948625,MT
59012,45.323605,-106.627201,MT
59013,45.461319,-109.080551,MT
59014,45.155169,-108.667654,MT
59015,46.085105,-108.828741,MT
59016,45.457702,-106.947988,MT
59018,45.850287,-110.623921,MT
59019,45.628692,-109.240732,MT
59020,45.108043,-110.10062,MT
59022,45.570481,-107.261652,MT
59024,46.278426,-107.807114,MT
59025,45.085978,-106.704232,MT
59026,45.48538,-108.784438,MT
59027,45.259227,-110.904444,MT
59028,45.302667,-109.713471,MT
59029,45.397384,-108.802501,MT
59030,45.086943,-110.596164,MT
59031,45.498166,-107.374537,MT
59032,47.024576,-108.70277,MT
59033,45.724181,-109.73519,MT
59034,45.700376,-107.783469,MT
59035,45.304795,-107.94896,MT
59036,46.459994,-109.88342,MT
59037,45.864795,-108.210799,MT
59038,46.221886,-107.208456,MT
59039,46.686774,-107.291122,MT
59041,45.501093,-108.968152,MT
59043,45.550795,-106.676407,MT
59044,45.643813,-108.732471,MT
59046,46.361298,-108.950437,MT
59047,45.577413,-110.55021,MT
59050,45.259182,-107.476204,MT
59052,45.465798,-110.145521,MT
59053,46.44153,-110.432354,MT
59054,46.668547,-107.772165,MT
59055,46.108998,-109.809893,MT
59057,45.853605,-108.953837,MT
59058,46.987662,-107.760242,MT
59059,46.511035,-108.073924,MT
59061,45.424609,-109.857145,MT
59062,45.151007,-106.218145,MT
59063,45.652232,-108.965717,MT
59064,45.879402,-107.871378,MT
59065,45.271112,-110.673496,MT
59066,45.335877,-108.510261,MT
59067,45.970297,-109.223835,MT
59068,45.087055,-109.558392,MT
59069,45.726695,-109.582747,MT
59070,45.364899,-109.181751,MT
59071,45.2462,-109.629564,MT
59072,46.525989,-108.553737,MT
59074,46.364496,-109.298528,MT
59075,45.406314,-107.848049,MT
59076,46.282518,-107.068474,MT
59077,47.244813,-107.592797,MT
59078,46.42268,-109.489288,MT
59079,46.062118,-108.363307,MT
59081,45.019784,-109.982939,MT
59082,45.849173,-110.290444,MT
59083,46.563108,-107.559493,MT
59085,46.323085,-110.187893,MT
59086,46.061326,-110.662681,MT
59087,47.141917,-108.226575,MT
59088,46.130285,-108.055419,MT
59089,45.091886,-107.315133,MT
59101,45.607108,-108.341517,MT
59102,45.774768,-108.581321,MT
59105,45.892879,-108.497876,MT
59106,45.813757,-108.7098,MT
59201,48.141944,-105.626831,MT
59211,48.698644,-104.349863,MT
59212,48.222386,-104.143067,MT
59213,48.188882,-104.886575,MT
59214,47.299772,-106.038986,MT
59215,47.516636,-105.769079,MT
59217,47.579369,-104.2387,MT
59218,48.075949,-104.491631,MT
59219,48.571433,-104.157731,MT
59221,47.899749,-104.164477,MT
59222,48.700902,-105.158539,MT
59223,47.912807,-106.206866,MT
59225,48.26964,-105.967526,MT
59226,48.347861,-104.530464,MT
59230,48.131171,-106.798317,MT
59231,48.403916,-106.544215,MT
59240,48.842241,-106.240509,MT
59241,48.458162,-107.050557,MT
59242,48.411173,-104.443382,MT
59243,47.757547,-104.679209,MT
59244,48.619958,-106.304401,MT
59247,48.516202,-104.523485,MT
59248,48.245397,-106.249241,MT
59250,48.844643,-106.623677,MT
59252,48.94671,-104.837622,MT
59253,48.736375,-105.858224,MT
59254,48.751679,-104.640564,MT
59255,48.236464,-105.158947,MT
59256,48.907561,-104.5528,MT
59257,48.753642,-104.942316,MT
59258,48.583548,-104.655046,MT
59259,47.680959,-105.099852,MT
59260,48.856867,-106.119737,MT
59261,48.529143,-107.422067,MT
59262,47.489669,-104.497165,MT
59263,48.791171,-105.514255,MT
59270,47.609447,-104.086114,MT
59273,48.306968,-106.942674,MT
59274,47.846151,-105.418762,MT
59275,48.877437,-104.156433,MT
59276,48.965743,-105.214128,MT
59301,46.360165,-105.867454,MT
59311,45.162865,-104.549317,MT
59312,47.037569,-106.263943,MT
59313,46.257762,-104.225586,MT
59314,45.067734,-105.433561,MT
59315,47.4523,-104.868428,MT
59316,45.347046,-105.071917,MT
59317,45.337829,-105.519039,MT
59318,47.501154,-107.51385,MT
59319,45.411852,-104.165377,MT
59322,47.050884,-106.688672,MT
59323,45.916835,-106.722011,MT
59324,45.768923,-104.56924,MT
59326,46.770357,-104.859403,MT
59327,46.236772,-106.682233,MT
59330,47.12112,-104.763541,MT
59332,45.389696,-104.698552,MT
59333,46.277146,-106.194636,MT
59336,46.348832,-104.954101,MT
59337,47.40652,-106.816654,MT
59338,46.640459,-105.640492,MT
59339,47.225333,-105.271248,MT
59343,45.662478,-105.426431,MT
59344,46.356859,-104.597278,MT
59345,45.860143,-105.212007,MT
59347,46.420675,-106.365853,MT
59349,46.812388,-105.503938,MT
59351,45.759265,-105.711281,MT
59353,46.962966,-104.274518,MT
59354,46.177031,-104.420639,MT
59401,47.511227,-111.27724,MT
59404,47.631766,-111.32887,MT
59405,47.288991,-111.300456,MT
59410,47.503548,-112.6469,MT
59411,48.892066,-113.398244,MT
59412,47.303324,-110.86368,MT
59414,47.527748,-111.259956,MT
59416,48.037972,-111.526826,MT
59417,48.552149,-113.001927,MT
59418,46.803651,-109.855632,MT
59419,47.966391,-112.316989,MT
59420,47.877548,-111.003871,MT
59421,47.074847,-111.688368,MT
59422,47.834255,-112.488851,MT
59424,47.353027,-110.108208,MT
59425,48.187163,-111.898576,MT
59427,48.740743,-112.666436,MT
59430,47.430977,-109.78019,MT
59432,48.156207,-112.546145,MT
59433,47.883621,-111.69203,MT
59434,48.698205,-113.507207,MT
59435,48.576987,-112.039245,MT
59436,47.616272,-112.11985,MT
59440,47.715998,-111.158569,MT
59441,46.827529,-109.069119,MT
59442,47.928944,-110.651689,MT
59443,47.563934,-111.828933,MT
59444,48.650917,-111.380414,MT
59446,47.65059,-110.152437,MT
59447,47.286249,-110.450024,MT
59448,48.263152,-112.849472,MT
59450,47.552457,-110.742814,MT
59451,47.390215,-109.390087,MT
59452,46.892567,-110.061256,MT
59453,46.648823,-109.681412,MT
59454,48.76895,-111.985097,MT
59456,48.27015,-111.36167,MT
59457,47.139731,-109.310887,MT
59460,48.074045,-110.506987,MT
59461,48.471199,-111.211268,MT
59462,47.105394,-109.893333,MT
59463,47.048919,-110.86667,MT
59464,46.83955,-109.616825,MT
59465,46.93772,-110.707881,MT
59466,48.718414,-111.774954,MT
59467,48.069718,-112.402314,MT
59468,47.727591,-111.634236,MT
59469,47.190808,-110.683742,MT
59471,47.426655,-108.772077,MT
59472,47.338846,-111.207122,MT
59474,48.529477,-111.690738,MT
59477,47.44284,-111.974484,MT
59479,47.032558,-110.30532,MT
59480,47.213659,-111.074636,MT
59482,48.863808,-111.851602,MT
59483,47.464924,-111.732896,MT
59484,48.959575,-111.538713,MT
59485,47.432255,-111.568631,MT
59486,48.340494,-112.377361,MT
59487,47.587366,-111.638996,MT
59489,47.624666,-109.230405,MT
59501,48.689867,-109.781085,MT
59520,48.038123,-109.931777,MT
59521,48.305039,-109.951289,MT
59522,48.556788,-110.976831,MT
59523,48.526003,-109.198574,MT
59524,48.138817,-108.402446,MT
59525,48.641724,-110.261511,MT
59526,48.452755,-108.701335,MT
59527,48.04166,-108.791566,MT
59528,48.617209,-110.43386,MT
59529,48.797048,-108.678763,MT
59530,48.600914,-110.695944,MT
59531,48.776638,-110.794634,MT
59532,48.593531,-110.080727,MT
59535,47.941002,-109.252867,MT
59537,48.843205,-107.988067,MT
59538,48.026235,-107.840361,MT
59540,48.604919,-110.563581,MT
59542,48.821862,-108.33575,MT
59544,48.803387,-107.555214,MT
59545,48.939152,-111.21972,MT
59546,47.899298,-108.539285,MT
59547,48.703466,-108.98602,MT
59601,46.53069,-112.199398,MT
59602,46.726915,-111.908265,MT
59623,46.589915,-112.040677,MT
59625,46.601439,-112.038815,MT
59631,46.290605,-112.388976,MT
59632,46.169453,-112.004042,MT
59633,46.818847,-112.342931,MT
59634,46.444934,-112.031499,MT
59635,46.555315,-111.814234,MT
59636,46.61614,-112.114018,MT
59638,46.357903,-112.027699,MT
59639,47.192032,-112.74729,MT
59640,46.768033,-112.367823,MT
59642,46.265344,-110.757381,MT
59643,46.134746,-111.579908,MT
59644,46.416678,-111.442641,MT
59645,46.687672,-111.054662,MT
59647,46.462573,-111.653971,MT
59648,47.09229,-112.202409,MT
59701,46.032709,-112.464159,MT
59710,45.054132,-112.081261,MT
59711,46.094672,-113.141624,MT
59713,46.659451,-112.61914,MT
59714,45.972611,-111.133999,MT
59715,45.693722,-110.906093,MT
59716,45.287116,-111.38874,MT
59718,45.639468,-111.171171,MT
59720,44.939235,-111.58923,MT
59721,45.852021,-111.863151,MT
59722,46.352854,-112.752885,MT
59724,44.661167,-112.804654,MT
59725,45.073828,-112.834673,MT
59727,45.799384,-112.830888,MT
59728,46.508912,-112.434837,MT
59729,45.324524,-111.651181,MT
59730,45.208226,-111.128685,MT
59731,46.579108,-112.761137,MT
59732,45.500048,-112.692418,MT
59733,46.544949,-112.958189,MT
59735,45.649764,-111.849852,MT
59736,45.344184,-113.342623,MT
59739,44.660246,-112.199789,MT
59740,45.503611,-111.814148,MT
59741,45.769824,-111.368344,MT
59743,45.601215,-112.764722,MT
59745,45.595195,-111.614802,MT
59746,45.384931,-113.059097,MT
59747,45.696862,-111.961765,MT
59748,46.046104,-112.696033,MT
59749,45.454116,-112.072389,MT
59750,45.916938,-112.684982,MT
59751,45.689965,-112.297556,MT
59752,45.916184,-111.526184,MT
59754,45.519283,-112.356711,MT
59755,45.270967,-111.943619,MT
59756,46.174143,-112.834586,MT
59758,44.799883,-111.19038,MT
59759,45.845245,-112.165946,MT
59760,45.755936,-111.592435,MT
59761,45.575969,-113.556204,MT
59762,45.948586,-113.333599,MT
59801,46.854689,-114.010437,MT
59802,46.903959,-113.91929,MT
59803,46.784478,-113.946271,MT
59804,46.878743,-114.264888,MT
59808,46.961731,-114.091961,MT
59812,46.861226,-113.984509,MT
59820,46.897452,-114.609123,MT
59821,47.2091,-114.022396,MT
59823,46.967846,-113.604667,MT
59824,47.413466,-114.207383,MT
59825,46.61446,-113.648701,MT
59826,47.462573,-113.704157,MT
59827,45.892583,-114.088429,MT
59828,46.32687,-113.9591,MT
59829,45.750336,-114.177836,MT
59830,47.434619,-115.45719,MT
59831,47.26012,-114.368312,MT
59832,46.688956,-113.252857,MT
59833,46.648016,-114.074173,MT
59834,47.079584,-114.221812,MT
59837,46.535047,-113.283235,MT
59840,46.166692,-114.105097,MT
59841,46.334211,-114.222998,MT
59842,47.33015,-115.43801,MT
59843,46.853556,-113.013789,MT
59844,48.000416,-115.939432,MT
59845,47.690256,-114.554685,MT
59846,47.151793,-114.513188,MT
59847,46.715693,-114.370083,MT
59848,47.710009,-114.689787,MT
59851,46.871545,-113.876577,MT
59853,48.042018,-115.790725,MT
59854,47.275514,-113.23415,MT
59855,47.600266,-114.117887,MT
59856,47.379863,-114.737432,MT
59858,46.285772,-113.467406,MT
59859,47.519781,-114.795216,MT
59860,47.715801,-114.18621,MT
59863,47.300207,-114.182582,MT
59864,47.531668,-114.119557,MT
59865,47.332182,-113.998307,MT
59866,47.342903,-115.120402,MT
59867,47.390653,-115.562589,MT
59868,47.221041,-113.54046,MT
59870,46.516308,-114.06345,MT
59871,45.89215,-113.816683,MT
59872,47.104767,-114.908845,MT
59873,47.662647,-115.273148,MT
59874,47.807085,-115.600413,MT
59875,46.420377,-114.315601,MT
59901,48.230565,-114.403313,MT
59910,47.820761,-114.235507,MT
59911,47.864278,-113.884598,MT
59912,48.436986,-114.168722,MT
59913,48.4335,-113.959134,MT
59914,47.876133,-114.303177,MT
59915,47.820334,-114.411265,MT
59916,48.306528,-113.657165,MT
59917,48.934642,-114.876703,MT
59918,48.781333,-114.758611,MT
59919,48.377418,-114.056424,MT
59920,48.002764,-114.608268,MT
59922,48.003043,-114.222136,MT
59923,48.270626,-115.313164,MT
59925,48.044436,-114.832615,MT
59926,48.35218,-113.995591,MT
59927,48.559744,-114.712763,MT
59928,48.797334,-114.292454,MT
59929,47.915932,-114.405183,MT
59930,48.866728,-115.133187,MT
59931,47.922117,-114.254551,MT
59932,48.05217,-114.242598,MT
59933,48.71944,-114.768386,MT
59934,48.636606,-114.931778,MT
59935,48.649762,-115.834835,MT
59936,48.189819,-113.473635,MT
59937,48.436974,-114.499016,MT
90001,33.973665,-118.249039,CA
90002,33.948987,-118.24678,CA
90003,33.964077,-118.273684,CA
90004,34.076219,-118.310963,CA
90005,34.059374,-118.308962,CA
90006,34.048094,-118.294045,CA
90007,34.028165,-118.284829,CA
90008,34.010724,-118.342883,CA
90010,34.060987,-118.299884,CA
90011,34.00709,-118.258681,CA
90012,34.065975,-118.238642,CA
90013,34.044685,-118.240022,CA
90014,34.043006,-118.2519,CA
90015,34.039309,-118.266255,CA
90016,34.028331,-118.354338,CA
90017,34.053098,-118.264505,CA
90018,34.028632,-118.317347,CA
90019,34.049841,-118.33846,CA
90020,34.066382,-118.309831,CA
90021,34.029036,-118.23787,CA
90022,34.023728,-118.156275,CA
90023,34.022502,-118.199613,CA
90024,34.065645,-118.435284,CA
90025,34.045421,-118.445873,CA
90026,34.078991,-118.263804,CA
90027,34.127603,-118.296381,CA
90028,34.099811,-118.326837,CA
90029,34.089875,-118.294631,CA
90031,34.084197,-118.208567,CA
90032,34.078294,-118.185785,CA
90033,34.05038,-118.211991,CA
90034,34.030578,-118.399613,CA
90035,34.051426,-118.385765,CA
90036,34.070291,-118.349191,CA
90037,34.00266,-118.287507,CA
90038,34.088017,-118.327168,CA
90039,34.111885,-118.261033,CA
90040,33.994523,-118.149952,CA
90041,34.137412,-118.207607,CA
90042,34.114708,-118.192098,CA
90043,33.988505,-118.336358,CA
90044,33.952653,-118.292013,CA
90045,33.942387,-118.416062,CA
90046,34.10781,-118.362247,CA
90047,33.95543,-118.309568,CA
90048,34.072877,-118.372655,CA
90049,34.09254,-118.491064,CA
90052,33.978304,-118.258907,CA
90056,33.993581,-118.368839,CA
90057,34.061735,-118.276757,CA
90058,34.002844,-118.2164,CA
90059,33.927469,-118.248796,CA
90061,33.92128,-118.274186,CA
90062,34.003493,-118.309093,CA
90063,34.045248,-118.18578,CA
90064,34.035309,-118.426486,CA
90065,34.109595,-118.228689,CA
90066,34.002028,-118.430656,CA
90067,34.056437,-118.41369,CA
90068,34.124179,-118.327351,CA
90069,34.093953,-118.381531,CA
90071,34.052379,-118.255209,CA
90073,34.05733,-118.459534,CA
90077,34.108023,-118.456964,CA
90079,34.040587,-118.255404,CA
90089,34.021543,-118.285574,CA
90094,33.975307,-118.418708,CA
90095,34.071183,-118.443404,CA
90201,33.970343,-118.171368,CA
90210,34.100517,-118.41463,CA
90211,34.064956,-118.382981,CA
90212,34.06216,-118.401882,CA
90220,33.87978,-118.229679,CA
90221,33.885811,-118.206459,CA
90222,33.91224,-118.237607,CA
90230,33.997862,-118.393617,CA
90232,34.019323,-118.391902,CA
90240,33.955729,-118.118346,CA
90241,33.940582,-118.129472,CA
90242,33.921793,-118.140588,CA
90245,33.917145,-118.401554,CA
90247,33.891769,-118.297006,CA
90248,33.87834,-118.2841,CA
90249,33.90139,-118.315697,CA
90250,33.913651,-118.350946,CA
90254,33.864259,-118.399303,CA
90255,33.979248,-118.217438,CA
90260,33.888534,-118.349564,CA
90262,33.923831,-118.201352,CA
90263,34.039281,-118.708146,CA
90265,34.070245,-118.851042,CA
90266,33.891787,-118.402814,CA
90270,33.988557,-118.187688,CA
90272,34.092567,-118.534363,CA
90274,33.7801,-118.372412,CA
90275,33.753134,-118.367973,CA
90277,33.830006,-118.387124,CA
90278,33.873605,-118.370264,CA
90280,33.944159,-118.192761,CA
90290,34.107752,-118.616218,CA
90291,33.993396,-118.465193,CA
90292,33.976078,-118.452066,CA
90293,33.947305,-118.439841,CA
90301,33.956464,-118.358681,CA
90302,33.97535,-118.35609,CA
90303,33.936291,-118.332639,CA
90304,33.93736,-118.358795,CA
90305,33.958134,-118.330905,CA
90401,34.016099,-118.492454,CA
90402,34.034666,-118.504039,CA
90403,34.030755,-118.492101,CA
90404,34.026649,-118.473835,CA
90405,34.011057,-118.472152,CA
90501,33.833744,-118.314022,CA
90502,33.833181,-118.292062,CA
90503,33.839463,-118.353699,CA
90504,33.86728,-118.331642,CA
90505,33.807882,-118.347957,CA
90506,33.884696,-118.329998,CA
90601,34.007937,-118.030324,CA
90602,33.974242,-118.02233,CA
90603,33.944866,-117.992338,CA
90604,33.927691,-118.013828,CA
90605,33.952444,-118.0214,CA
90606,33.977272,-118.066363,CA
90620,33.845223,-118.015292,CA
90621,33.874224,-117.993368,CA
90623,33.850616,-118.039565,CA
90630,33.818477,-118.038307,CA
90631,33.942708,-117.952483,CA
90638,33.902045,-118.008961,CA
90639,33.905746,-118.014907,CA
90640,34.015444,-118.111012,CA
90650,33.90779,-118.082487,CA
90660,33.989524,-118.089295,CA
90670,33.933565,-118.062611,CA
90680,33.80114,-117.995327,CA
90701,33.867605,-118.080631,CA
90703,33.867745,-118.069471,CA
90704,33.399325,-118.435329,CA
90706,33.887821,-118.12725,CA
90710,33.798905,-118.300239,CA
90712,33.849034,-118.147902,CA
90713,33.848022,-118.112746,CA
90715,33.841027,-118.079141,CA
90716,33.830473,-118.072959,CA
90717,33.793456,-118.317054,CA
90720,33.795012,-118.062692,CA
90723,33.898883,-118.166629,CA
90731,33.732353,-118.278151,CA
90732,33.737321,-118.313433,CA
90740,33.754334,-118.073267,CA
90742,33.721015,-118.07617,CA
90743,33.72953,-118.092436,CA
90744,33.777214,-118.259604,CA
90745,33.820268,-118.264125,CA
90746,33.859231,-118.252312,CA
90747,33.863785,-118.251354,CA
90755,33.803166,-118.167132,CA
90802,33.751279,-118.20682,CA
90803,33.754191,-118.132363,CA
90804,33.781686,-118.148365,CA
90805,33.864617,-118.180567,CA
90806,33.80887,-118.178486,CA
90807,33.830205,-118.181181,CA
90808,33.823943,-118.111335,CA
90810,33.819841,-118.222378,CA
90813,33.782259,-118.196793,CA
90814,33.771581,-118.143361,CA
90815,33.795067,-118.115724,CA
90822,33.778436,-118.118648,CA
90831,33.768308,-118.200762,CA
90840,33.784566,-118.121313,CA
91001,34.194489,-118.138263,CA
91006,34.135159,-118.026685,CA
91007,34.128284,-118.047732,CA
91008,34.153159,-117.968818,CA
91010,34.141012,-117.958661,CA
91011,34.217935,-118.202255,CA
91016,34.1528,-118.000482,CA
91020,34.21137,-118.230688,CA
91024,34.175276,-118.046017,CA
91030,34.108957,-118.156615,CA
91040,34.257696,-118.338455,CA
91042,34.315503,-118.264847,CA
91046,34.211677,-118.240922,CA
91101,34.146771,-118.138922,CA
91103,34.167361,-118.164144,CA
91104,34.165356,-118.123751,CA
91105,34.13946,-118.166649,CA
91106,34.139402,-118.128658,CA
91107,34.159007,-118.087353,CA
91108,34.122372,-118.114234,CA
91125,34.137644,-118.124952,CA
91201,34.17051,-118.289463,CA
91202,34.183302,-118.264478,CA
91203,34.153338,-118.262974,CA
91204,34.135557,-118.26094,CA
91205,34.13658,-118.245839,CA
91206,34.160359,-118.213769,CA
91207,34.167939,-118.244241,CA
91208,34.185665,-118.239497,CA
91210,34.144653,-118.258061,CA
91214,34.235728,-118.246655,CA
91301,34.123286,-118.758541,CA
91302,34.122556,-118.669821,CA
91303,34.19829,-118.602203,CA
91304,34.227791,-118.644607,CA
91306,34.209532,-118.577563,CA
91307,34.200485,-118.664852,CA
91311,34.292495,-118.602424,CA
91316,34.158542,-118.516597,CA
91320,34.173377,-118.947977,CA
91321,34.363715,-118.487039,CA
91324,34.238208,-118.55029,CA
91325,34.237519,-118.517712,CA
91326,34.281775,-118.555697,CA
91330,34.244522,-118.526677,CA
91331,34.255294,-118.419703,CA
91335,34.200175,-118.540958,CA
91340,34.28667,-118.434817,CA
91342,34.326584,-118.382261,CA
91343,34.238802,-118.482296,CA
91344,34.289467,-118.504699,CA
91345,34.265879,-118.456748,CA
91350,34.430599,-118.502774,CA
91351,34.433727,-118.458061,CA
91352,34.230854,-118.365856,CA
91354,34.458422,-118.55414,CA
91355,34.40185,-118.570014,CA
91356,34.154999,-118.547559,CA
91360,34.213305,-118.874135,CA
91361,34.137283,-118.882044,CA
91362,34.192431,-118.819486,CA
91364,34.154803,-118.594816,CA
91367,34.177311,-118.615704,CA
91371,34.185015,-118.576088,CA
91377,34.184724,-118.766517,CA
91381,34.373221,-118.607971,CA
91384,34.520101,-118.668276,CA
91387,34.402519,-118.363463,CA
91390,34.576515,-118.492764,CA
91401,34.178483,-118.431791,CA
91402,34.222506,-118.444689,CA
91403,34.147757,-118.464738,CA
91405,34.202494,-118.448048,CA
91406,34.197454,-118.488978,CA
91411,34.178517,-118.45963,CA
91423,34.149493,-118.431882,CA
91436,34.149588,-118.489708,CA
91501,34.193527,-118.294006,CA
91502,34.176817,-118.309323,CA
91504,34.213006,-118.317736,CA
91505,34.175833,-118.347536,CA
91506,34.169706,-118.323548,CA
91601,34.168253,-118.372286,CA
91602,34.150818,-118.368159,CA
91604,34.140187,-118.394603,CA
91605,34.207341,-118.400973,CA
91606,34.185767,-118.388323,CA
91607,34.165783,-118.399795,CA
91608,34.138735,-118.350857,CA
91701,34.137828,-117.600301,CA
91702,34.281525,-117.80009,CA
91706,34.09741,-117.968269,CA
91708,33.952084,-117.639784,CA
91709,33.942969,-117.725648,CA
91710,34.005097,-117.682525,CA
91711,34.128066,-117.714773,CA
91722,34.097333,-117.906707,CA
91723,34.084747,-117.886844,CA
91724,34.078991,-117.854411,CA
91730,34.100402,-117.581282,CA
91731,34.078573,-118.043456,CA
91732,34.072407,-118.014524,CA
91733,34.045809,-118.053756,CA
91737,34.155238,-117.578097,CA
91739,34.156386,-117.516936,CA
91740,34.119367,-117.855054,CA
91741,34.163363,-117.834121,CA
91744,34.0313,-117.936777,CA
91745,33.999005,-117.972146,CA
91746,34.043304,-117.986859,CA
91748,33.978293,-117.902317,CA
91750,34.148058,-117.766635,CA
91752,33.996484,-117.531335,CA
91754,34.052922,-118.143465,CA
91755,34.050965,-118.114394,CA
91759,34.263699,-117.699574,CA
91761,34.035602,-117.591528,CA
91762,34.059409,-117.669298,CA
91763,34.07206,-117.698288,CA
91764,34.074087,-117.605618,CA
91765,33.985166,-117.812005,CA
91766,34.042286,-117.756106,CA
91767,34.083086,-117.737997,CA
91768,34.064363,-117.79093,CA
91770,34.065108,-118.082791,CA
91773,34.107485,-117.808752,CA
91775,34.115261,-118.088311,CA
91776,34.088952,-118.094468,CA
91780,34.101509,-118.055859,CA
91784,34.141146,-117.655583,CA
91786,34.10525,-117.66207,CA
91789,34.018195,-117.854821,CA
91790,34.066964,-117.937007,CA
91791,34.061624,-117.892235,CA
91792,34.022581,-117.902359,CA
91801,34.090924,-118.127761,CA
91803,34.074736,-118.145959,CA
91901,32.813624,-116.726969,CA
91902,32.673217,-117.006101,CA
91905,32.678648,-116.307485,CA
91906,32.65805,-116.476042,CA
91910,32.637096,-117.061758,CA
91911,32.607352,-117.05036,CA
91913,32.622895,-116.986892,CA
91914,32.66604,-116.95424,CA
91915,32.623602,-116.949804,CA
91916,32.911035,-116.632006,CA
91917,32.641996,-116.753767,CA
91931,32.837596,-116.580305,CA
91932,32.565354,-117.114567,CA
91934,32.648992,-116.152565,CA
91935,32.694344,-116.775514,CA
91941,32.759266,-116.997091,CA
91942,32.777267,-117.021344,CA
91945,32.733147,-117.034068,CA
91948,32.864953,-116.473036,CA
91950,32.669067,-117.093487,CA
91962,32.846766,-116.519775,CA
91963,32.647953,-116.596357,CA
91977,32.726237,-116.994318,CA
91978,32.698921,-116.930959,CA
91980,32.585191,-116.63254,CA
92003,33.285274,-117.197777,CA
92004,33.197705,-116.167463,CA
92007,33.023046,-117.275581,CA
92008,33.14248,-117.313444,CA
92009,33.095339,-117.245769,CA
92010,33.165381,-117.281427,CA
92011,33.106764,-117.296327,CA
92014,32.963232,-117.250367,CA
92019,32.778844,-116.871416,CA
92020,32.795605,-116.969754,CA
92021,32.835732,-116.874617,CA
92024,33.056868,-117.257577,CA
92025,33.077814,-117.033131,CA
92026,33.210965,-117.124788,CA
92027,33.131601,-116.976937,CA
92028,33.386469,-117.224957,CA
92029,33.08553,-117.123967,CA
92036,33.032413,-116.265177,CA
92037,32.854642,-117.251772,CA
92040,32.90891,-116.891972,CA
92054,33.193069,-117.359676,CA
92055,33.411196,-117.433259,CA
92056,33.199582,-117.298764,CA
92057,33.25462,-117.283311,CA
92058,33.263974,-117.344777,CA
92059,33.382822,-117.051995,CA
92060,33.350376,-116.864443,CA
92061,33.300352,-116.930524,CA
92064,32.984352,-117.013537,CA
92065,33.040373,-116.830075,CA
92066,33.215412,-116.535834,CA
92067,33.020908,-117.190346,CA
92069,33.175303,-117.157621,CA
92070,33.188575,-116.74328,CA
92071,32.850685,-116.995314,CA
92075,32.997248,-117.26058,CA
92078,33.117065,-117.180807,CA
92081,33.164549,-117.24055,CA
92082,33.251828,-117.002794,CA
92083,33.198084,-117.248364,CA
92084,33.227283,-117.200085,CA
92086,33.313998,-116.629537,CA
92091,33.052389,-117.182817,CA
92092,32.875545,-117.236144,CA
92093,32.882118,-117.237083,CA
92096,33.128156,-117.156194,CA
92101,32.717807,-117.172086,CA
92102,32.715981,-117.117495,CA
92103,32.747816,-117.167332,CA
92104,32.741933,-117.127814,CA
92105,32.740404,-117.089868,CA
92106,32.709885,-117.237857,CA
92107,32.739055,-117.245404,CA
92108,32.773983,-117.142706,CA
92109,32.786772,-117.234207,CA
92110,32.765244,-117.200391,CA
92111,32.806482,-117.168966,CA
92113,32.694637,-117.119756,CA
92114,32.707751,-117.055297,CA
92115,32.761549,-117.071905,CA
92116,32.764841,-117.123124,CA
92117,32.824893,-117.199714,CA
92118,32.698795,-117.20911,CA
92119,32.817888,-117.031956,CA
92120,32.793994,-117.073796,CA
92121,32.897123,-117.201647,CA
92122,32.856798,-117.210156,CA
92123,32.809615,-117.134201,CA
92124,32.828255,-117.085262,CA
92126,32.91199,-117.143421,CA
92127,33.018765,-117.124098,CA
92128,32.996967,-117.072979,CA
92129,32.963536,-117.126221,CA
92130,32.947616,-117.205825,CA
92131,32.899687,-117.047318,CA
92132,32.713672,-117.172039,CA
92134,32.725055,-117.145415,CA
92135,32.694976,-117.194354,CA
92136,32.683013,-117.122978,CA
92139,32.680031,-117.048886,CA
92140,32.741279,-117.197714,CA
92145,32.868496,-117.143172,CA
92147,32.724745,-117.21875,CA
92154,32.579101,-116.966528,CA
92155,32.658116,-117.156946,CA
